country,code_time,time,year,month,month_name,product,value,display_order,yeartodate,previousyeartodate,share
Republic of Turkiye,NOV2011,November 2011,2011,11,November,Nuclear,0.0,6,0.0,0.0,0.0
Switzerland,JUN2020,June 2020,2020,6,June,Solar,299.909711,3,2598.658999,1141.676046,0.0480217910265591
Spain,JUN2013,June 2013,2013,6,June,Total combustible fuels,7842.415,7,113033.0,71784.141,0.3743695855749407
Mexico,AUG2020,August 2020,2020,8,August,Others,5527.478024,24,57742.118372,38020.411205,0.1723106662535901
Austria,DEC2019,December 2019,2019,12,December,Other combustible non-renewables,69.972072,12,754.85042,682.67577,0.0123981798446018
Colombia,JUN2021,June 2021,2021,6,June,Natural gas,1083.974803,10,13151.688383,8054.386399,0.162003209064048
Belgium,JUN2020,June 2020,2020,6,June,Final consumption,6306.277149,20,81117.070556,41920.028492,0.968248254571086
Canada,FEB2020,February 2020,2020,2,February,Oil,436.459331,9,4800.249944,990.462023,0.0076390614596451
Finland,JUL2016,July 2016,2016,7,July,Natural gas,58.864,10,3532.827,3112.451,0.0129152663828543
Poland,MAY2012,May 2012,2012,5,May,Fossil fuels,10047.464,27,131345.208,58258.386,0.8854539683020886
Finland,OCT2013,October 2013,2013,10,October,Others,72.48,24,812.645,662.244,0.0125987164536142
Hungary,APR2021,April 2021,2021,4,April,Solar,336.508746,3,3895.685228,701.712534,0.1160263826130806
Japan,SEP2017,September 2017,2017,9,September,Nuclear,3046.086,6,27751.517,11296.127,0.0380687148898349
United States,FEB2017,February 2017,2017,2,February,Fossil fuels,172799.509,27,2552466.063,422988.947,0.5868745852851525
OECD Americas,SEP2010,September 2010,2010,9,September,Total combustible fuels,279899.647,7,3341180.001,,0.6708976407949386
Bulgaria,FEB2015,February 2015,2015,2,February,Total imports,321.076,15,4251.0,,0.0818510373119242
Poland,AUG2020,August 2020,2020,8,August,Oil,0.0,9,0.0,0.0,0.0
Korea,AUG2019,August 2019,2019,8,August,Not specified,0.0,13,2395.587,1256.707336,0.0
Latvia,SEP2019,September 2019,2019,9,September,Electricity supplied,540.098095,17,7065.043086,5237.461586,1.0325522961813964
United States,DEC2012,December 2012,2012,12,December,Total exports,1069.84,16,11995.002,15038.0,0.0031782582041693
Australia,JAN2021,January 2021,2021,1,January,Non-renewables,15287.744577,23,176388.202328,17477.496116,0.6794871919048561
Croatia,OCT2020,October 2020,2020,10,October,Low carbon,931.512024,26,8537.441257,6020.021977,0.6909929210220842
Slovak Republic,AUG2020,August 2020,2020,8,August,Low carbon,1716.321389,26,20607.469084,14067.930172,0.8202195894359071
Spain,MAY2017,May 2017,2017,5,May,Hydro,2028.094,1,20707.999,24160.558,0.0986950760349971
Finland,MAY2013,May 2013,2013,5,May,Not specified,22.417,13,269.004,124.165,0.0042499171989411
Latvia,AUG2014,August 2014,2014,8,August,Other renewables aggregated,47.549,25,587.766,263.934,0.169458363329223
Italy,MAY2018,May 2018,2018,5,May,Natural gas,8315.190501,10,122967.533077,54194.928,0.3637373639844108
Estonia,JAN2016,January 2016,2016,1,January,Other renewables aggregated,84.685,25,806.116,70.715,0.0786326452918837
OECD Total,MAR2015,March 2015,2015,3,March,Solar,14596.113915,3,186381.112996,25385.921,0.0164323546298462
Latvia,OCT2012,October 2012,2012,10,October,Final consumption,590.606,20,6851.0,5056.866,1.4095070355308628
Luxembourg,JUN2015,June 2015,2015,6,June,Final consumption,495.62,20,6228.507,3107.178,3.015325460706833
Slovenia,MAR2017,March 2017,2017,3,March,Net electricity production,1332.63,14,15396.881,3847.521,1.0
Slovak Republic,JUL2012,July 2012,2012,7,July,Coal,209.249,8,3420.063,2168.7,0.1081530472428206
Estonia,JUN2021,June 2021,2021,6,June,Total imports,604.0,15,7333.0,3768.069804,1.330696445232595
Korea,DEC2011,December 2011,2011,12,December,Non-renewables,46206.887,23,492557.222,471514.986,0.9865077384800808
Denmark,JUN2012,June 2012,2012,6,June,Oil,22.387,9,373.231,194.257,0.0125721210814259
Luxembourg,SEP2014,September 2014,2014,9,September,Natural gas,101.5,10,1436.172,835.969,0.4691146904536316
IEA Total,FEB2020,February 2020,2020,2,February,Nuclear,155040.180151,6,1773073.964904,333688.340655,0.1807331420807017
Australia,APR2012,April 2012,2012,4,April,Oil,64.326,9,4657.953,4551.211,0.0035107771405324
Mexico,APR2010,April 2010,2010,4,April,Other combustible non-renewables,3.981,12,45.599,,0.0001835885995768
Denmark,JAN2019,January 2019,2019,1,January,Coal,690.411585,8,3088.386036,667.878111,0.2018116007716335
Ireland,APR2020,April 2020,2020,4,April,Electricity supplied,2352.519202,17,31367.954792,10694.410145,1.063378615087635
Netherlands,JUL2011,July 2011,2011,7,July,Low carbon,1272.995,26,16072.845,8118.161,0.1625472129364084
Iceland,FEB2020,February 2020,2020,2,February,Geothermal,498.738052,4,5849.347001,992.961312,0.3186761344497293
OECD Europe,JAN2010,January 2010,2010,1,January,Electricity supplied,338406.695,17,3508837.199,,1.0049710485566623
Iceland,SEP2021,September 2021,2021,9,September,Other renewables,0.0,5,0.0,0.0,0.0
France,MAY2015,May 2015,2015,5,May,Combustible renewables,183.033,11,6137.229,2487.115,0.0044693471614909
Canada,APR2012,April 2012,2012,4,April,Other combustible non-renewables,5.653,12,74.765,24.869,0.0001177875248071
IEA Total,JAN2014,January 2014,2014,1,January,Fossil fuels,568856.103,27,6043736.129,563059.246,0.5922391139315885
Greece,JUL2021,July 2021,2021,7,July,Fossil fuels,3406.944362,27,30851.746228,13838.770775,0.631759659698554
Colombia,JAN2021,January 2021,2021,1,January,Renewables,4665.898614,22,60649.185588,4105.588255,0.7081821099201114
Denmark,SEP2011,September 2011,2011,9,September,Electricity supplied,2821.785,17,34868.743,26022.361,1.409649189414936
Lithuania,DEC2021,December 2021,2021,12,December,Combustible renewables,44.945945,11,511.338101,548.674167,0.1077815938408899
Croatia,NOV2015,November 2015,2015,11,November,Non-renewables,385.111,23,3371.443,,0.4231589102568328
New Zealand,MAR2014,March 2014,2014,3,March,Combustible renewables,49.082,11,583.457,145.633,0.0145373401601944
United Kingdom,MAY2015,May 2015,2015,5,May,Total imports,1987.913,15,21322.513,7854.073,0.0777743679362779
Sweden,APR2015,April 2015,2015,4,April,Low carbon,12979.354,26,156014.226,57386.828,0.9835057572427854
Netherlands,MAY2016,May 2016,2016,5,May,Non-renewables,6829.934,23,96404.204,39127.616,0.8586728937606439
Luxembourg,MAR2018,March 2018,2018,3,March,Renewables,186.637398,22,1909.704624,507.577,0.8770427971461389
Hungary,AUG2017,August 2017,2017,8,August,Wind,43.984,2,737.0,446.127,0.0179840701306772
Republic of Turkiye,JUL2010,July 2010,2010,7,July,Net electricity production,18842.132,14,203046.001,,1.0
Republic of Turkiye,MAY2011,May 2011,2011,5,May,Not specified,8.667,13,104.004,45.415,0.0005179335770953
Switzerland,OCT2017,October 2017,2017,10,October,Electricity supplied,5489.34,17,67200.323,53590.375,1.2812568563652744
Latvia,FEB2020,February 2020,2020,2,February,Fossil fuels,139.755246,27,1890.069228,600.183026,0.2334926535501449
Austria,DEC2021,December 2021,2021,12,December,Not specified,0.511942,13,9.106492,9.623,8.938633834466393e-05
Latvia,DEC2012,December 2012,2012,12,December,Solar,0.0,3,0.0,0.0,0.0
Spain,MAY2013,May 2013,2013,5,May,Electricity supplied,20995.295,17,268648.0,115797.226,0.9933670791089012
United States,JUL2013,July 2013,2013,7,July,Oil,3639.186,9,34727.553,18454.243,0.0091619271620967
North Macedonia,SEP2018,September 2018,2018,9,September,Oil,2.26301,9,43.526961,56.524,0.0053352217844606
Denmark,JUN2013,June 2013,2013,6,June,Net electricity production,2112.914,14,33138.123,15455.58,1.0
Mexico,NOV2014,November 2014,2014,11,November,Not specified,0.0,13,0.0,0.0,0.0
IEA Total,MAY2021,May 2021,2021,5,May,Total imports,40505.122492,15,511916.233569,203695.123003,0.0496886163269283
United Kingdom,FEB2019,February 2019,2019,2,February,Total exports,146.346523,16,3385.117001,346.524214,0.0057064904968233
Slovak Republic,FEB2017,February 2017,2017,2,February,Wind,0.5,2,6.0,1.0,0.0002337436001002
Portugal,JUN2022,June 2022,2022,6,June,Other renewables aggregated,330.317971,25,4071.760753,2051.799544,0.0894624817543435
Colombia,MAR2014,March 2014,2014,3,March,Coal,402.284,8,5152.09,,0.0689726473056648
Hungary,JAN2016,January 2016,2016,1,January,Oil,10.753,9,56.833,4.401,0.0038686883768454
Mexico,JUN2015,June 2015,2015,6,June,Wind,673.434,2,8452.944,2857.344,0.0253563299442761
OECD Asia Oceania,DEC2015,December 2015,2015,12,December,Electricity supplied,159597.801237,17,1843930.3607,1860022.501,1.0
Greece,OCT2016,October 2016,2016,10,October,Oil,391.724,9,4976.083,4439.732,0.0936346669420318
Finland,APR2014,April 2014,2014,4,April,Distribution losses,224.616,19,2766.0,976.312,0.0420886711027139
OECD Asia Oceania,MAY2016,May 2016,2016,5,May,Solar,5650.456537,3,55083.652425,17215.691487,0.0397818360705748
Chile,SEP2020,September 2020,2020,9,September,Non-renewables,3175.699066,23,41373.448929,34095.027711,0.4799917279431297
Romania,OCT2018,October 2018,2018,10,October,Solar,156.504666,3,1771.027,1741.571,0.0320424741259673
Romania,JUL2016,July 2016,2016,7,July,Total exports,921.648,16,9194.002,6122.238,0.1761596669654752
Greece,OCT2021,October 2021,2021,10,October,Final consumption,3685.528946,20,49348.276593,40384.727236,0.8362509927410285
Korea,FEB2021,February 2021,2021,2,February,Not specified,285.846387,13,4637.735,717.180162,0.0067244510888222
Slovak Republic,MAR2019,March 2019,2019,3,March,Solar,56.0,3,589.0,77.866894,0.0222482088894693
Czech Republic,DEC2013,December 2013,2013,12,December,Nuclear,2551.792,6,29001.0,28603.0,0.3659813279808503
Spain,FEB2014,February 2014,2014,2,February,Electricity trade,494.646,21,3405.999,1004.365,0.0215936698102339
Lithuania,APR2019,April 2019,2019,4,April,Hydro,57.539747,1,926.600001,368.088734,0.1952975092316832
Argentina,FEB2020,February 2020,2020,2,February,Final consumption,11419.629371,20,136703.837973,23126.609733,1.0062677490519152
Republic of Turkiye,FEB2017,February 2017,2017,2,February,Combustible renewables,146.422,11,1983.462,218.218,0.0067177820409097
Sweden,JUN2014,June 2014,2014,6,June,Total exports,2031.87,16,29475.0,11181.506,0.2018735100071385
France,AUG2011,August 2011,2011,8,August,Fossil fuels,2219.602,27,56893.415,33319.835,0.0574560465264128
Netherlands,SEP2010,September 2010,2010,9,September,Distribution losses,438.321,19,5633.0,,0.0497171487248497
OECD Europe,APR2022,April 2022,2022,4,April,Net electricity production,278001.373887,14,3442805.229771,1218068.194957,1.0
Slovak Republic,JAN2020,January 2020,2020,1,January,Hydro,256.45291,1,4143.331943,375.302222,0.1055294246349547
Mexico,MAY2013,May 2013,2013,5,May,Fossil fuels,22338.463,27,236819.12,92044.1,0.862531579264596
Japan,DEC2018,December 2018,2018,12,December,Geothermal,220.123164,4,2360.036042,2193.587,0.0023740607342925
Greece,NOV2016,November 2016,2016,11,November,Coal,1581.567,8,16884.706,18105.55,0.3762665000680415
Czech Republic,MAR2015,March 2015,2015,3,March,Fossil fuels,3940.407,27,41452.456,11840.908,0.5258068433230763
Spain,MAY2016,May 2016,2016,5,May,Combustible renewables,485.765,11,5418.214,3142.783,0.0231792592046851
Croatia,JAN2017,January 2017,2017,1,January,Net electricity production,1212.558,14,11522.899,1071.577,1.0
Latvia,JUN2012,June 2012,2012,6,June,Electricity trade,-178.902,21,-1690.999,328.308,-0.5134164050348109
Finland,MAR2010,March 2010,2010,3,March,Natural gas,1210.464,10,10663.614,,0.1594813598887905
Mexico,SEP2014,September 2014,2014,9,September,Solar,18.618,3,220.736,82.32,0.0007500106652338
Mexico,MAR2017,March 2017,2017,3,March,Total exports,203.056,16,1804.002,387.542,0.0080378531518715
Bulgaria,OCT2019,October 2019,2019,10,October,Combustible renewables,169.15783,11,1560.958402,1099.364076,0.0553705443922614
Denmark,JAN2010,January 2010,2010,1,January,Wind,761.902,2,7808.998,,0.1879885988261291
Denmark,FEB2018,February 2018,2018,2,February,Solar,32.964,3,952.973,32.292,0.0104151444344135
Latvia,MAY2011,May 2011,2011,5,May,Solar,0.0,3,0.0,0.0,0.0
Estonia,MAR2014,March 2014,2014,3,March,Total combustible fuels,809.365,7,10382.0,3221.14,0.9178867505131724
Iceland,FEB2011,February 2011,2011,2,February,Distribution losses,39.961,19,503.0,116.705,0.029838186397383
Italy,DEC2012,December 2012,2012,12,December,Other renewables aggregated,1386.109,25,17151.138,15673.076,0.059414850041167
Greece,SEP2018,September 2018,2018,9,September,Solar,376.147467,3,3790.652,3196.059,0.0867080098851042
Australia,OCT2019,October 2019,2019,10,October,Used for pumped storage,39.223813,18,555.220856,351.667622,0.001945463627576
OECD Europe,DEC2016,December 2016,2016,12,December,Low carbon,172013.379,26,2008056.436,2003357.993,0.5353730999452505
IEA Total,AUG2020,August 2020,2020,8,August,Other combustible non-renewables,5004.691776,12,56461.985512,35974.745265,0.0053973042988788
Bulgaria,JAN2017,January 2017,2017,1,January,Solar,44.847,3,1402.765,66.809,0.0103720352150103
OECD Asia Oceania,JUL2012,July 2012,2012,7,July,Other combustible non-renewables,1245.045,12,15035.109,7519.207,0.0076718777722899
Hungary,MAY2021,May 2021,2021,5,May,Electricity trade,-1043.744317,21,-12753.802174,-4818.104008,-0.3973689952588402
Argentina,MAY2016,May 2016,2016,5,May,Geothermal,0.0,4,0.0,0.0,0.0
Czech Republic,JAN2011,January 2011,2011,1,January,Used for pumped storage,112.187,18,943.979,64.439,0.0146582360283441
OECD Europe,DEC2022,December 2022,2022,12,December,Not specified,433.508396,13,5590.596972,5941.267542,0.0014120577434606
Lithuania,OCT2010,October 2010,2010,10,October,Not specified,20.083,13,240.996,,0.0515660064396526
IEA Total,NOV2019,November 2019,2019,11,November,Others,22027.498082,24,274531.871818,274208.923833,0.0260228939986899
Finland,AUG2021,August 2021,2021,8,August,Not specified,15.5,13,186.0,124.0,0.0033304444513831
OECD Europe,NOV2022,November 2022,2022,11,November,Electricity trade,-612.183071,21,-8567.859916,-15783.31533,-0.0021725457307627
Slovenia,MAY2020,May 2020,2020,5,May,Nuclear,513.795196,6,6040.846001,2514.825314,0.4094247601884601
Denmark,JUN2015,June 2015,2015,6,June,Renewables,1215.536,22,18636.517,9494.947,0.6668539251872951
Poland,AUG2013,August 2013,2013,8,August,Total combustible fuels,11238.869,7,141062.001,92776.642,0.958734033211364
Romania,MAY2021,May 2021,2021,5,May,Fossil fuels,1111.410381,27,18546.907398,6521.081032,0.2370709547070561
Argentina,MAY2015,May 2015,2015,5,May,Natural gas,7112.067,10,73921.692,,0.6142243590518648
OECD Europe,AUG2017,August 2017,2017,8,August,Others,6799.051,24,84615.881,56396.776,0.024450313058935
Italy,JUN2019,June 2019,2019,6,June,Total combustible fuels,14267.500113,7,186747.629,85479.998167,0.577095786859422
Argentina,DEC2020,December 2020,2020,12,December,Final consumption,12987.977963,20,136703.837973,133718.802652,1.0270362378301805
OECD Total,OCT2011,October 2011,2011,10,October,Hydro,108293.913,1,1437283.128,1174731.473,0.132572278429009
Sweden,AUG2013,August 2013,2013,8,August,Others,66.076,24,1581.407,1148.331,0.0068389061683153
United Kingdom,OCT2011,October 2011,2011,10,October,Not specified,0.0,13,0.0,0.0,0.0
Greece,AUG2019,August 2019,2019,8,August,Other combustible non-renewables,21.920247,12,263.042964,178.162256,0.0046692426150523
OECD Asia Oceania,SEP2016,September 2016,2016,9,September,Final consumption,141608.864,20,1766632.937721,1328378.023988,0.9468112843747538
Lithuania,MAY2022,May 2022,2022,5,May,Solar,21.685148,3,165.273468,38.36261,0.0703457311921071
Romania,JUN2022,June 2022,2022,6,June,Non-renewables,1957.329644,23,27539.866393,13711.680543,0.490698054599929
Hungary,NOV2019,November 2019,2019,11,November,Geothermal,0.799142,4,9.0,5.644368,0.0002846586061074
Austria,FEB2018,February 2018,2018,2,February,Oil,66.717251,9,682.320352,293.072,0.0119479723162742
Hungary,JUL2022,July 2022,2022,7,July,Other renewables aggregated,151.452721,25,1939.24715,1263.127823,0.0495763962578533
Belgium,APR2021,April 2021,2021,4,April,Distribution losses,272.95971,19,3317.641165,1103.865982,0.0327194781123389
Finland,JUL2014,July 2014,2014,7,July,Coal,709.634,8,11211.031,8185.565,0.1679496989191478
Poland,JUN2010,June 2010,2010,6,June,Used for pumped storage,75.666,18,828.0,,0.0069902600492032
Latvia,NOV2017,November 2017,2017,11,November,Fossil fuels,147.628,27,1737.985,2251.751,0.2105020005304328
Chile,JUL2012,July 2012,2012,7,July,Coal,1774.551,8,23415.5,10596.984,0.323757183070531
Denmark,AUG2018,August 2018,2018,8,August,Other renewables,0.0,5,0.0,,0.0
Austria,DEC2015,December 2015,2015,12,December,Total exports,1645.272,16,19327.645,17436.999,0.3528679020935226
IEA Total,JAN2016,January 2016,2016,1,January,Electricity trade,-1048.118,21,-18221.754,108.868,-0.0011138587552133
Switzerland,JUN2016,June 2016,2016,6,June,Hydro,4544.838,1,36324.706,19861.0,0.7037931700361417
Korea,DEC2013,December 2013,2013,12,December,Oil,1640.343,9,20644.481,20413.601,0.0350649929483866
Lithuania,JAN2019,January 2019,2019,1,January,Solar,0.579532,3,84.1,0.948869,0.001825640254408
IEA Total,OCT2017,October 2017,2017,10,October,Renewables,214167.620171,22,2688748.177663,2138576.177866,0.2586334260773864
United States,JUN2018,June 2018,2018,6,June,Low carbon,140802.669784,26,1562522.120114,785606.855,0.3732465770647098
IEA Total,JUN2019,June 2019,2019,6,June,Used for pumped storage,7293.566286,18,83833.491479,43628.609402,0.0086454334558109
Australia,JUL2015,July 2015,2015,7,July,Net electricity production,21996.437587,14,241062.0317,140497.449,1.0
Germany,APR2016,April 2016,2016,4,April,Natural gas,4667.661,10,76518.066,24042.66,0.0971293730276446
Serbia,JAN2019,January 2019,2019,1,January,Solar,0.270594,3,13.546001,0.512995,8.46159535474932e-05
Greece,JAN2010,January 2010,2010,1,January,Used for pumped storage,3.943,18,36.0,,0.0007902559022175
